,date,Operador,Militar,Ruta_vuelo,Tipo_vuelo_Nac_Int,Lugar_accidente,flight_no,ac_type,registration,cn_ln,all_aboard,passengers,crew_aboard,Total_fatalities,passenger_fatalities,crew_fatalities,ground_fatalities,summary,take_off,landing,hijacked,lost_contact
610,2015-11-21 11:55:00,Alpine Adventures,0,Sightseeing-it,0,"Fox Glacier, South Valley, New Zealand",?,Aerospatiale AS 350B2 Ecureuil,ZK-HKU,1132,7,6,1,7,6,1,0,"The sightseeing helicopter crashed into a crevasse on Fox Glacier. The wreckage site was 2, 500 feet up the valley with debris scattered across hundreds of feet.",0,0,0,0
611,2015-11-24 10:15:00,Turuhan Avia,0,"Igarka,Krasnyi Selkub-ru",0,"Near Igarka, Russia",?,Mil MI-8T,RA-2561,98206821/59,26,22,4,15,13,2,0,"Contact with the helicopter, which was heading to an oil pumping station, was lost 15 minutes after taking off. One of the pilots and a mechanic were among the crew members killed.",1,0,0,0
612,2016-01-08 00:20:00,West Air Sweden,0,"Oslo,Tromsø-no",0,"Akkajaure Lake, Norrbotten, Sweden",294,Canadair CRJ-200,SE-DUX,7010,2,0,2,2,0,2,0,"While en route, the crew of the cargo plan sent a unintelligible mayday message. The plane went into a near vertical dive and disintegrated on impact with the ground. The PC ,while flying at night, one Inertial Reference Unit failed and suddenly the instruments for the pilot flying showed the plane pitching steeply up, which he tried to correct.  Due to the plane's unusual attitude, the instruments went into a ""declutter"" mode, which among other things removed the indication that the two pilots' instruments were conflicting.",0,0,0,0
613,2016-02-02 00:00:00,Daallo Airlines,0,"so,dj",1,"Near Mogadishu, Somalia",3159,Airbus A321-111,SX-BHS,642,72,72,0,1,1,0,0,Shortly after leaving Mogadishu Airport a loud bang was heard in the cabin. There was a loss of pressurization and the plane made an emergency landing back at the airport. A large hole was observed in the side of the fuselage. A bomb containing TNT was detonated in the cabin. The bomber was sucked out of the plane and killed.,0,1,0,0
614,2016-02-24 08:15:00,Tara Air,0,"Jomsom,Pokhara-np",0,"Dana, Nepal",193,de Havilland DHC-6 Twin Otter 400,9N-AHH,926,23,20,3,23,20,3,0,"The plane crashed in the mountainous northern region of Nepal half-way through a 20 minute flight to Jomsom. The plane was relatively new. There was wind and dense fog at the time of the accident. It was determined that the crew deviated from the prescribed route to the left while descending to Jomsom due to the presence of clouds in the area. In doing so, the aircraft descended to 10,000 feet in clouds while flying under visual flight rules (VFR). When the GPWS warning sounded, the crew failed to react immediately and the aircraft hit a cliff at the altitude of 10,700 feet before coming to rest at the altitude of 10,982 feet.",0,0,0,0
615,2016-02-26 00:00:00,Kasthamandap Airlines,0,"Jumla,Nepalganj-np",0,"250 miles northwest of Kathmandu, Nepal",?,PAC 750XL,9N-AJB,160,11,9,2,2,0,2,0,The plane went into a steep descent and crashed onto a field in the mountains of the Kalikot district. The plane was reported to be trying to make an emergency landing. Both the pilot and copilot were killed and nine passengers were injured.,0,1,0,0
616,2016-03-09 09:05:00,True Aviation Ltd.,0,"Cox's Bazar,Jessore-bd",0,"Cox's Bazar, Bangladesh",?,Antonov AN-26,S2-AGZ,13408,4,0,4,3,0,3,0,"The cargo plane, carrying shrimp, crashed less than 5 minutes after taking off from Cox's Bazar Airport. The pilot declaired an emergency and tried to return to the airport but crashed into the shallow waters of the Bay of Bengal just offshore. Failure to initiate a rejected take off during take off roll following the indication of engine failure;Failure to adhere to the company SOP following the detection of the engine failure during take off;",1,0,0,0
617,2016-03-15 14:30:00,Military - Ecuador Army,1,No_identificado,2,"Fatima Pastaza, Ecuador",?,IAI Attava 201,E-206,090,22,19,3,22,19,3,0,"The crew was conducting sky diving exercises when, an hour into the flight they radioed they were returning to base due to deuterating weather conditions. Shortly thereafter the plane went out of control and crashed in a wooded area. Nineteen passengers and the 3 pilots were killed.",0,0,0,0
618,2016-03-19 03:41:00,Flydubai,0,"ae,ru",1,"Rostov-on-Don, Russia",981,Boeing 737-8KN (WL),A6-FDN,40241/3517,62,55,7,62,55,7,0,"At 2237, at Rostov-on-Don, the crew aborted a landing attempt to Runway 22 due to poor weather conditions. The plane was instructed to enter a holding pattern at 15,000 feet where it remained for a little under two hours. During a second landing attempt, at 3.4 miles from the runway and an altitude of 1,500 feet the crew executed a second go around and climbed to 3,975 feet, after which, the plane went out of control in a nose down attitude and hit the runway at high rate of speed and disintegrated. The accident occurred during the second go around, due to an incorrect aircraft configuration and crew piloting, the subsequent loss of PIC’s situational awareness in nighttime in IMC. This resulted in a loss of control of the aircraft and its impact with the ground.",0,1,0,0
619,2016-03-29 11:40:00,Marquise Aviation Corp.,0,"de,ca,co,do,us",1,"Magdelen Islands, Quebec, Canada",?,Mitsubishi MU-2B 60 Marquise,N246W,1552S-A,7,5,2,7,5,2,0,"The plane crashed while on approach to Iles-de-la-Magdelen Airport in poor weather conditions. Former Canadian cabinet minister Jean Lapierre, his wife, 2 brothers and sister were among those killed. All five were on the way to a funeral for Lapierre's father. The pilot was flying the plane too fast and too high while on approach to land. The pilot's decision to continue an unstable approach.",0,1,0,0
620,2016-04-04 15:30:00,Smoky Mountain Helicopters,0,Sightseeing-it,0,"Near Pigeon Forge, Tennessee",?,Bell 206L,N16760,45081,5,4,1,5,4,1,0,The helicopter crashed in a wooded hillside while on a sightseeing flight..,0,0,0,0
621,2016-04-13 14:20:00,Sunbird Aviation,0,"Kiungaraining,Oksapmin-pg",0,"Kiunga, Papua New Guinea",?,Britten-Norman Islander,P2-SBC,3010,12,11,1,12,11,1,0,"While on approach, the plane stalled and crased in a wooded area 1 km short of the runway. The accident took place in stormy weather.Three survived, but later died of their injuries. Possible engine failure. The aircraft’s center of gravity was significantly aft of the aft limit. When landing flap was set, full nose-down elevator and elevator trim was likely to have had no effect in lowering the nose of the aircraft.",0,1,0,0
622,2016-04-29 11:50:00,CHC Helikopter Service,0,"Bergen,Gullfflex B-no",0,"Sorta, Norway",?,Eurocopter EC225LP Super Puma M2+,LN-OJF,2721,13,11,2,13,11,2,0,The helicopter crashed on the rocky shores of Tuoy Island whle returning to Bergen from Oil platform Gullflex B. All 11 passengers and 2 pilots were killed. A video taken by an eyewitness shows the main rotor separating from the helicopter before it crashed.,0,1,0,0
623,2016-05-19 02:49:00,EgyptAir,0,"eg,fr",1,175 miles off the Egyptian coast,804,Airbus A320-232,SU-GCC,2088,66,56,10,66,56,10,0,"The plane was en route from Paris to Cairo, flying at an altitude of 38,000 ft. when it made a sharp 90 degree turn to the left, followed by a 360 degree turn to the right as it lost altitude. The aircraft crashed into the Mediterranean Sea approximately 175 miles off the Egyptian coast. Two days after the accident, it is confirmed that ACARS messages reported smoke on board, apparently in the lavatory and also in a technical compartment located under the cockpit.The most likely cause was that a fire broke out in the cockpit while the aircraft was flying at its cruise altitude and that the fire spread rapidly resulting in the loss of control of the aircraft.",0,0,0,0
624,2016-07-22 00:00:00,Indian Air Force,1,"Chennai (Tambram AFB),Port Blair-in",0,"Bay of Bengal, Indian Ocean",?,Antonov 32,K2743,0809,29,23,6,29,23,6,0,"The aircraft was taking part in fire fighting in the region of Bayanday, when under unknown circumstances, it impact trees and crashed in a wooded area.",0,0,0,0
625,2016-07-30 07:42:00,Heart of Texas Hot Air Balloon Rides,0,No_identificado,2,"Near Lockhart, Texas",?,Kubicek BB85Z Hot Air Balloon,N2469L,?,16,15,1,16,15,1,0,The hot air balloon struck power lines and crashed in a field. The pilot was likely impaired by opioids and sedatives when he ignored weather warnings and flew the ride into a power line.,0,0,0,0
626,2016-08-05 12:38:00,Emirates,0,"in,ae",1,"Dubai, United Arab Emirates",521,Boeing 777-31H,A6-EMW,32700/434,300,282,18,0,0,0,1,"After being cleared to land, the crew informed Dubai tower they were going around. Immediately after being cleared to go-around, the aircraft impacted the runway, losing an engine and catching fire. The plane slid to a stop and all aboard evacuated the plane safely. One fire fighter was killed while fighting the fire.",0,1,0,0
627,2016-08-31 11:00:00,Hageland Aviiation,0,"Marshall,Russian Mission-us",0,"Russian Mission, Alaksa",3190,Cessna 208 Grand Caravan,N752RV,208B5088,5,4,1,5,4,1,0,A midair collision occurred between a Cessna 208 and a Piper PA-18 Super Cub just northwest of Russian Mission Airport. Three on the Cessna and 2 on the Piper were fatally injured. Rough terrain complicated removal of the victims.,0,0,0,0
628,2016-10-24 07:20:00,AE Aviation,0,"mt,sn",1,Malta International Airport,?,Swearingen SA277-AT Expditer,N577MX,AT-577,5,3,2,5,3,2,0,"Shortly after taking off, the plane banked to the right, lost altitude and impacted the ground just past the airport. French ministry officials on board were attempting to trace routes of illicit trafficking both human and drug, leaving Libya.",1,0,0,0
629,2016-11-28 22:00:00,LAMIA Bolivia,0,"bo,es,co",1,"Near La Union, Colombia",2933,Avro RJ-85,CP-2933,E-2348,77,68,9,71,64,7,0,"The crew of the chartered passenger jet declared an emergency as it approached La Union, reporting they ran out of fuel and had an electrical failure. Soon after the plane impacted mountainous terrain approximately 22 miles south of Medellin. Members of the Brazilian Chapecoense soccer team were among those killed. Among the errors made which caused the crash were the decisions to let the plane take off without enough fuel to make the flight safely and then to not stop midway to refuel. The pilot also did not report the plane's emergency until it was too late. In addition, as the fuel was running out, they extended the flaps and gear just before the engines stopped, but this caused enough drag that they could no longer glide to the airport. Since the captain was part owner of the small airline, he was motivated to cut fuel costs because the company was in financial trouble.",1,0,0,0
630,2016-12-03 11:22:00,Indonesian Police,0,"Batam Island,Pangkal Pinang-id",0,"Near Tanjung Pinanga, Indonesia",?,M28 Skytruck,P-4201,?,13,8,5,13,8,5,0,"The Indonesian police aircraft crashed in the waters off Kabupaten Lingga, Riau Islands during a 1.5 hour scheduled flight.",0,1,0,0
631,2016-12-07 16:20:00,Pakistan International Airlines,0,"Chitral,Islamabad-pk",0,"Near Havlien, Pakistan",661,ATR-42-500,AP-BHO,663,48,42,6,48,42,6,0,"While en route, the crew made a mayday call reporting they lost one of two engines. Contact was lost and the plane soon after crashed into mountains near Abbottabad and Havelian.  Fracture of a turbine blade consequent to one procedure anomaly of PIA maintenance.",0,0,0,0
632,2016-12-18 06:10:00,Indonesian Air Force,1,"Timika,Warmera-id",0,"Near Wamena, Papua, Indonesia",?,Lockheed C-130H Hercules,A-1134,4785,13,10,3,13,10,3,0,The military plane crashed into mountainous terrain in an eastern section of the country while attempting to land at Warmera.,0,1,0,0
633,2016-12-20 17:23:00,Aerosucre Colombia,0,"Bogota,Puerto Carreno-co",0,"Puerto Carreno, Colombia",?,Boeing 727-2JOF,HK-4544,21105/1158,6,0,6,5,0,5,0,"After taking off on runway 24, the cargo jet failed to lift off properly, just cleared the perimeter fence, became airborne, turned to the right, lost altitude and crashed in an open field. One engine suffered a flame-out. Inadequate flight planning by the operator of the aircraft, and by the crew, by failure to properly perform dispatch procedures, take-off performance calculations and verification of limitations imposed by operational conditions of the aerodrome according to the configuration of the aircraft.",1,0,0,0
634,2016-12-25 05:27:00,Russian Air Force,1,"sy,fr,ru",1,"Near Adar, Russia",?,Tupolev 154B-2,RA-85572,83A-572,92,84,8,92,84,8,0,"The plane, carrying the Alexandrov Emsemble choir, reporters and service men, made a climbout out of Ader, turned back towards the coastline and crashed into the waters of the Black Sea about a mile offshore. TheThe PIC probably lost spatial orientation while climbing out over ocean.",0,0,0,0
635,2017-01-16 07:19:00,My Cargo Airlines (ACT Airlines),0,"cn,tr,kg",1,"Bishkek, Kyrgyzstan",6491,Boeing 747-412F,TC-MCL,32897/1322,4,0,4,4,0,4,35,"While approaching Bishkek for a fuel stop, the cargo plane crashed past the end of the runway destroying 23 houses. The weather at the time of the accident was freezing fog. The probablle cause of the accident was the missing control of the crew over the aircraft position in relation to the glideslope during the automatic approach, conducted at night in the weather conditions, suitable for ICAO CAT II landing, and as a result, the measures to perform a go-around, not taken in due time with the aircraft, having a significant deviation from the established approach chart, which led to the controlled flight impact with terrain at the distance of 930 m beyond the end of the active runway.",0,1,0,0
636,2017-02-21 09:00:00,Australian Corporate Jet Centres PTY. LTD,0,"King Island,Melbournen-au",0,"Melbourne, Victoria, Australia",?,Beechcraft B200 Super King Air,VH-ZCR,BB1544,5,4,1,5,4,1,0,"The charter flight was just seconds into it's flight when it was observed flying low, before it nose diving into a building at a shopping center and bursting into flames. The pilot made two mayday calls before the aircraft crashed. The aircraft's rudder trim was likely in the full nose-left position at the commencement of the take-off. The aircraft's full nose-left rudder trim setting was not detected by the pilot prior to take-off. Following a longer than expected ground roll, the pilot took-off with full left rudder trim selected. This configuration adversely affected the aircraft's climb performance and controllability, resulting in a collision with terrain.",0,0,0,0
637,2017-03-10 11:20:00,Swan Aviation,0,"Bozuyuk,Istanbul-tr",0,"Istanbul, Turkey",?,Sikorsky S-76C,TC-HEZ,760717,7,5,2,7,5,2,0,"The helicopter crashed on a highway after hitting a TV tower, six minutes after taking off. The helicopter was carrying an executive of the Eczacibasi group of companies, four of his Russian guests and two pilots.",1,0,0,0
638,2017-03-27 08:15:00,ETA Air Charter,0,"mz,zw",1,"Mautaer, Zimbabwe",?,Britten-Norman BN2 Islander,C9-AOV,024,6,4,2,6,4,2,0,While en route the air transport plane collided with Mount Vumba in poor weather conditions.,0,0,0,0
639,2017-05-05 06:53:00,Air Cargo Carriers,0,"Charleston,Louisville-us",0,"Charleston, West Virginia",?,Shorts 300-200,N334AC,SH-3029,2,0,2,2,0,2,0,"The cargo plane was destroyed when it crashed while attempting to land on runway 05 at Charleston Yeager Airport. After touching down hard, the aircraft when off the left side of the runway and fell into a wooded ravine. The flight crew's improper decision to conduct a circling approach contrary to the operator's standard operating procedures and the captain's excessive descent rate and maneuvering during the approach, which led to inadvertent, uncontrolled contact with the ground.",0,1,0,0
640,2017-05-27 14:02:00,Summit Air,0,"Kathmandu,Lukla-np",0,"Tenzing, Nepal",409,Let L-410UVP-E20,9N-AKY,2917,3,0,3,2,0,2,0,"The cargo plane crashed short of the runway threshhold whille attempting to land at Lukla-Tenzing Airport, coming to rest on a steep wooded area close to the airport perimeter fence. Both the pilot and copilot were killed. The  probable cause of this accident was aircraft stall as a result of excessive drag created by sudden increase in angle of attack of the aircraft supplemented by low speed in an attempt to initiate immediate climb on a landing configuration warranted by the critical situation of the final phase of flight.",0,1,0,0
641,2017-06-07 13:35:00,Military - Myanmar Air Force,1,"Myeik,Yangon-mm",0,"Off Dawei, Myanmar",?,Shaanxi Y-8F-200W,5820,?,122,108,14,122,108,14,0,"The transport plane carrying military personnel and their familiies, left Myeik for a return trip to Yangon. The aircraft was at FL 180 when contact by air traffic control was lost 29 minutes into the flight. The plane crashed about 20 miles west of Dawei in the Andaman Sea.  The aircraft climbed to FL180 and proceeded along the coast. It passed two areas with cumulonimbus clouds and the flight crew activated the wing anti-icing. At 13:31 hours an alarm was triggered, indicating engine air inlet icing. At the same time, while flying in the vicinity of another area with cumulonimbus clouds, cross wind increased from 8 knots to 42 knots. In these conditions the aircraft stalled and entered a spin. The flight crew failed to recover from the spin and the aircraft impacted the sea.",0,0,0,0
642,2017-06-28 10:15:00,Angel Flight,0,"au,us",1,"Mount Gambier, South Australia",?,Socata TB1-10 Tobago,VH-YTM,1518,3,2,1,3,2,1,0,The medical flight crashed 3 km south of Mount Gambier Airport in heavy fog. The plane had just taken off and was bound for Adelaide with a patient and her daughter. Angel Flight is used to help people in rural areas access medical treatment.,0,0,0,0
643,2017-07-10 16:00:00,USMC,0,"ca,us",1,"Near Itta Bena, Mississipi",?,Lockheed KC-130T Hercules,165000,382-5303,16,14,2,16,14,2,0,"While en route, the Marine Corps transport suffered an explosion and structural failure at 20,000 ft., spiraled down and crashed into a soybean field. The investigation determined the cause of the mishap to be an inflight departure of the number four blade from the number two propeller.",0,0,0,0
644,2017-09-30 07:30:00,Air Force of the Democratic Republic of the Congo,1,",Bunia,Kinshasa-cd",0,"Near Kinshasa, Congo",?,Antonov An-12B,EX-001,5343606,12,6,6,12,6,6,0,The aircraft departed Kinshasa carrying ammunition and 2 vehicles. A few minutes after takeoff the crew reported a technical problem and received permission to make an emergency landing. Shortly after the plane lost control and crashed in flames about 20 km NE of Kinshasa.,1,1,0,0
645,2017-10-12 17:15:00,Guicango,0,"Dundo,Luanda-ao",0,"Near Cuílo, Angola",?,Embraer EMB-120ER,D2-FDO,120082,7,4,3,7,4,3,0,"The air ambulance crashed en route shortly after the pilot reported a malfunction in the engine, followed by fire.",0,0,0,0
646,2017-10-14 08:30:00,Valan International Cargo Charter,0,"bf,ci",1,"Abidjan, Ivory Coast",?,Antonov AN-26-100,ER-AVB,3204,10,4,6,4,4,0,0,"The cargo plane, carrying French military cargo, crashed in shallow waters along the coastline while on final approach to Abidjan-Felix Houphouet Boigny Airport. The plane was carrying 6 Moldovan crew members and 4 French army personnel. Weather reports indicate that a thunderstorm was passing the airport at the time of the accident. The probable cause of this accident is the continuation of the approach below minimums without having established formal visual contact with runway references and without adequate monitoring of the aircraft's glide path.",0,1,0,0
647,2017-11-15 08:00:00,Costal Aviation,0,"Arusha,Serengeti-tz",0,"Empakaai, Tanzania",?,Cessna 208B Grand Caravan,5H-EGG,208B-0476,11,10,1,11,10,1,0,"The chartered Cessna was flying tourists from Kilimanjaro to Arusha. The plane circled for 30 minuets due to poor weather conditions before crashing. The direct cause of the accident was the uncommanded inflight RH engine propeller blades setting to the angle of minus 1.8° which caused the significant rolling and turning moments, the A/C loss of speed and controllability, and the subsequent with the ground collision.",0,0,0,0
648,2017-12-13 18:15:00,West Wind Aviation,0,"ca,hu,fr,be",1,"Near Fond-du-Lac, Saskatchewan",?,ATR42-320,C-GWEA,240,25,22,3,1,1,0,0,"Shortly after taking off, the aircraft lost altitude and descended into trees. All 22 passengers and 3 crew survived but there were several injuries. One passenger died two weeks after the accident.  During the descent, the aircraft encountered icing conditions and the anti-icing system was activated. When the anti-icing system was turned off, residual ice remained on portions of the aircraft. When the plane took off again it could not gain altitude and crashed. Also, there was inadequate de icing equipment at the airport.",1,0,0,0
649,2017-12-31 12:16:00,Naure Air,0,"cr,us",1,"Punta Islita, Costa Rica",?,Cessna 208B Grand Caravan,TI-BEI,208B-0900,12,10,2,12,10,2,0,"The passenger plane crashed 10 minutes after taking off from Punta Islita into a wooded area. Ten American passengers and crew of 2 were all killed. On 1/12/2018 the companies Air Operator certificate was suspended,  According to a hotel worker that was at the airport during the departure, when the accident airplane took off, it did not make the same right turn as the prior airplane but continued on runway heading into terrain.",1,0,0,0
650,2018-01-29 00:00:00,People's Liberation Army Air Force,1,No_identificado,2,"Zhengchang, Suiyang County, Guizhou Province",?,Shaanxi Y-8GX-3,30513,?,12,7,5,12,7,5,0,"While completing a training mission, the airplane crashed in unknown circumstances near the Zhengchang village, in the Guizhou Province.",0,0,0,0
651,2018-02-10 17:31:00,Papillon,0,Sightseeing-it,0,"Grand Canyon, Arizona",?,Eurocopter EC 130B4,N155GC,7091,7,6,1,3,3,0,0,The helicopter was observed making strange manoeuvres before clipping a cliff which snapped off its tail end. The aircraft then plummeted 600ft to the base of a gorge. There were strong winds in the area at the time of the accident.,0,0,0,0
652,2018-02-11 14:31:00,Saratov Airlines,0,"Moscow,Orsk-ru",0,"Argunovo, Russia",703,Antonov AN-148-100,RA-61704,27015040004,71,65,6,71,65,6,0,"The regional airliner took off from Moscow at 1422. Six minutes later, after reaching an altitude of 6,000 feet, contact was lost with the aircraft. The plane then lost altitude at an accelerated rate until it impacted the ground and disintegrated. Wreckage was scattered over a wide area of over 1 km. Authorities confirmed the aircraft was intact until the time of impact. There were discrepancies between the air speed readings on the captain's side compared to the standby airspeed indicator. The probable cause was due to erroneous actions of the crew at the stage of climbing in instrument weather conditions from unreliable readings of instrument speed caused by icing  of all three pitot tubes, which led to the loss of control of the aircraft,",0,0,0,0
653,2018-02-18 09:32:00,Iran Aseman Airlines,0,"Tehran,Yasuj-ir",0,"Kohangan village, Iran",EP3704,ATR 72-212,EP-ATS,391,66,60,6,66,60,6,0,"The airliner was on approach to Yasuj Airport and descending when it crashed into Mt. Dena, 14 miles north of the airport. Poor weather with fog was reported at the time of the accident.  The crew action which caused dangerous conditions for the flight.  Continuing to the Yasouj airport for landing against the operation manual of the company, due to low altitude ceiling of the cloud and related cloud mass. Descending to unauthorized altitude below minimum of the route and MSA.",0,1,0,0
654,2018-03-06 14:51:00,Military - Russian Air Force,1,"Khmeimim Air Base,Kuweires Air Base,Latakia-sy",0,"Latakia, Syria",?,Antonov An-26,RF-92955/52,10107,39,33,6,39,33,6,0,"While on approach to Latakia-Khmeimim Air Base, the military transport plane crashed 1,600 feet short of the runway. The aircraft approached with a tail wind and was caught by a windshear on finals.",0,1,0,0
655,2018-03-11 19:08:00,Liberty Helicopters,0,Sightseeing-it,0,"New York, New York",?,Eurocopter AS 350B2,N350LH,7654,6,5,1,5,5,0,0,The sightseeing helicopter suddenly lost power and crashed in the East River. Two passengers were killed. Three other passengers later died in the hospital.,0,0,0,0
656,2018-03-11 18:09:00,Mc Aviation,0,"Istanbul,Sharjar-tr",0,"81 miles SW o fShahre Kurd, Iran",?,Canadair CL-600-2B16 Challenger 604,TC-TRB,5494,11,8,3,11,8,3,0,"While enr oute, the aiircraft impacted the side of a mountain. Before reaching altitude, the left and right airspeed indicators began to diverge by more than 10 knots. The left  airspeed indicator showed an increase while the right hand airspeed indicator showed a decrease. Insufficient operational prerequisites for the management of erratic airspeed indication by the cockpit crew.",0,0,0,0
657,2018-03-12 14:15:00,US-Bangla Airlines,0,"np,bd",1,"Kathmandu, Nepal",221,de Havilland Canada DHC-8-402Q Dash 8,S2-AGU,BS4041,71,67,4,51,47,4,0,"After getting clearance to land, the aircraft was observed flying low. Soon after, the plane impacted terrain and caught fire. The cause of the accident was due to disorientation and complete loss of situational awareness of the crew.",0,1,0,0
658,2018-04-11 08:00:00,Military - Algerian Air Force,1,"Bechar,Boufarik AB,Tindouf-dz",0,"Boufarik AB, Algeria",?,Ilyushin 76-TD,7T-WIP,1043419636,257,247,10,257,247,10,0,The Algerian military plane crashed soon after takeoff in a field and burst into flames. The plane was totally destroyed.,1,0,0,0
659,2018-04-17 10:04:00,Southwest Airlines,0,"Dallas,New York-us",0,"NW of Philadelphia, Pennsylvania",1380,Boeing 737-7H4,N722SW,27880/601,149,144,5,1,1,0,0,"While climbing to FL320, the No. 1 engine suffered an uncontained catastrophic failure. Shrapnel struck and broke a window which resulted in explosive decompression. A woman passenger sitting in the window seat was partially sucked out of the window. Passengers were able to pull her back in the cabin but she was reported in cardiac arrest and soon after died. The crew declared an emergency and landed safely at Philadelphia airport. The accident was caused by a low cycle fatigue crack in the dovetail of fan blade No.13, which resulted in the fan blade separating in flight and impacting the engine fan case at a location that was critical to the structural integrity and performance of the fan cowl structure. This impact led to the in-flight separation of fan cowl components, including the inboard fan cowl aft latch keeper, which struck the fuselage near a cabin window and caused the window to depart from the airplane, the cabin to rapidly depressurize, and the passenger fatality.",0,1,0,0
660,2018-05-02 11:30:00,Military - US Air Force,1,"Savannah,Tuscon-us",0,"Port Wentworth, Georgia",?,Lockheed HC-130H Hercules,65-0968,382-4110,9,0,9,9,0,9,0,"A Porto Rico Air National Guard plane crashed onto a highway shortly after taking off from Savannah/Hilton International Airport. The aircraft went into a left bank and crashed to the ground. It was flying to Tucson where it was to be decommissioned. The aircraft was over 50 years old. The pilot's improper application of left rudder, which resulted in a subsequent skid below three-engine minimum controllable airspeed, a left-wing stall.",1,0,0,0
661,2018-05-18 12:08:00,Cubana (leased from Global Air),0,"Havana,Holguin-cu",0,"Havana, Cuba",972,Boeing 737-201,XA-UHZ,21816/592,113,107,6,112,106,6,0,"After taking off from runway 06 at Havana-José Martí Airport and while in the initial climb, the airliner initiated a right turn and then descended until it struck power lines and a railway track before disintegrating in a wooded area. The actions of the crew and their errors in the weight and balance calculations, which led to the loss of control and collapse of the aircraft during the takeoff stage.",1,0,0,0
662,2018-06-05 17:02:00,Fly SAX,0,"Kitale,Nairobi-ke",0,"Near Njabini, Kenya",?,Cessna 208B Grand Carivan,5Y-CAC,208B0525,10,8,2,10,8,2,0,"While en route, the aircraft impacted a mountainside. The flight crew's inadequate flight planning and the decision to fly instrument flight rules (IFR) at an altitude below the published Minimum Sector Altitude and their failure to perform an immediate escape maneuver following TAWS alert, which resulted in controlled flight into terrain.",0,0,0,0
663,2018-07-10 07:44:00,Rovos Air,0,Test Flight-us,0,"Pretoria, South Africa",?,Convair CV-340,ZS-BRV,215,19,16,3,1,0,1,1,"Shortly after takeoff from runway 29, the left engine failed and the crew was unable to gain sufficient height. The captain was cleared to make an emergency landing. While approaching runway 29 from the east, the airplane went out of control, struck the roof of a building and crashed in a field located about 6 km southeast of the airport. The flight engineer was killed along with a person on the ground.",1,1,0,0
664,2018-08-04 16:55:00,Ju Air,0,"ch,it",1,"Flims, Switzerland",?,Junkers JU-52,HB-HOT,6595,20,17,3,20,17,3,1,"The vintage aircraft crashed onto Piz Segnas mountain while on a sightseeing flight. The plane plunged almost vertically at high speed and crashed at an elevation of 8,000 ft.",0,0,0,0
665,2018-09-17 22:07:00,Military - Russian Air Force,1,No_identificado,2,"Near Latakia-Khmeimim Air Base, Iran",?,Ilyushin Il-20M,RF-93610,173011504,15,0,15,15,0,15,0,Crashed into the sea. Hit by a surface-to-air missile from Syrian ground forces.,0,0,0,0
666,2018-09-28 10:10:00,Air Niugini,0,"Chuuk,Pohnpei-fm",0,"Chuuk, Micronesia",?,Boeing 737-8BK,P2-PXE,33024/1688,47,35,12,1,1,0,0,"The aircraft was approaching for a landing at Chuuk/Weno Airport in rain when it landed in a lagoon 500 feet short of the runway. A passenger was found in the plane 3 days after the accident. The flight crew did not comply with Air Niugini Standard Operating Procedures Manual (SOPM) and the approach and pre-landing checklists. The flight crew heard, but disregarded, aural alerts (Glideslope and Sink Rate).",0,1,0,0
667,2018-10-29 06:31:00,Lion Air,0,"Jakarta,Pangkal Pinang-id",0,"Off Jakarta, Indonesia",610,Boeing 737-MAX 8,PK-LQP,43000/7058,189,181,8,189,181,8,0,"The airliner crashed into the Jakarta Sea, 13 minutes after taking off from Soekarno-Hatta International Airport. It was on a short 1 hour flight to Pangkal Pinang. After taking off from runway 25L, the aircraft made a climbing left-hand turn after which the crew radioed a request to return too the airport. The aircraft then showed an erratic pattern of flight and began losing altitude until it crashed into the sea, 9 miles off the Jakarta coast. It was reported the plane had problems the night before on a flight from Denpasar to Jakarta.  It was found that there is a potential for repeated automatic nose-down trim commands of the horizontal stabilizer when the flight control system on a Boeing 737 MAX aircraft receives an erroneously high single AOA sensor input.",1,0,0,0
668,2018-11-06 02:53:00,Fly Jamaica Airways,0,"ca,gy",1,"Georgetown, Guyana",?,Boeing 757-N23,N524AT,30233/895,128,120,8,1,1,0,0,"After taking off and reaching FL200, the crew reported a hydraulic problem and circled back to Georgetown Airport. The aircraft touched down on runway 06 but went off the runway and came to rest against the airport perimeter fence. Six people were injured. One person died of their injuries several days later.",1,0,0,0
669,2019-01-14 08:30:00,Saha Air,0,"in,kg",1,"Karaj, Iran",?,Boeing 707-3J9C,EP-CPP,21128/917,16,13,3,15,13,2,0,"The cargo plane was operated by the Iranian Air Force. The plane was to land on runway 30 at Payham Airport but instead landed on runway 31L at Fat'h Airport. Runway 30 is more than twice as long as runway 31L.The plane went off the runway, smashed through an airport wall separating the airport from a residential neighborhood, broke up and caught fire. Only the fight engineer survived.",0,1,0,0
